Attaching to keycloak-ciba
keycloak-ciba  | Updating the configuration and installing your custom providers, if any. Please wait.
keycloak-ciba  | 2025-06-19 17:35:04,757 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:35:04,757 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:35:04,757 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:35:09,758 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:35:09,758 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:35:09,758 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:35:09,758 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:35:09,758 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:35:14,757 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:35:14,757 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:35:14,757 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:35:14,757 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:35:14,758 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:35:19,757 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:35:19,757 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:35:19,757 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:35:19,757 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:35:19,757 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:35:24,757 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:35:24,757 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:35:24,758 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:35:24,758 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:35:24,758 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:35:29,757 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:35:29,757 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:35:29,757 DEBUG [org.keycloak.models.sessions.infinispan.changes.sessions.PersisterLastSessionRefreshStore] (Timer-0) Updating 0 userSessions with lastSessionRefresh: 1750354469
keycloak-ciba  | 2025-06-19 17:35:29,757 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:35:29,757 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:35:29,757 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:35:34,758 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:35:34,758 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:35:34,758 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:35:34,758 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:35:34,759 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:35:39,758 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:35:39,758 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:35:39,759 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:35:39,759 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:35:39,759 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:35:44,759 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:35:44,759 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:35:44,759 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:35:44,759 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:35:44,759 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:35:49,758 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:35:49,758 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:35:49,758 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:35:49,758 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:35:49,758 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:35:54,759 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:35:54,759 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:35:54,759 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:35:54,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:35:54,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:35:59,759 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:35:59,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:35:59,760 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:35:59,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:35:59,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:36:04,759 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:36:04,759 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:36:04,760 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:36:04,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:36:04,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:36:09,759 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:36:09,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:36:09,760 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:36:09,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:36:09,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:36:14,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:36:14,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:36:14,760 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:36:14,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:36:14,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:36:19,759 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:36:19,759 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:36:19,759 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:36:19,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:36:19,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:36:24,759 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:36:24,759 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:36:24,759 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:36:24,759 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:36:24,759 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:36:29,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:36:29,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:36:29,760 DEBUG [org.keycloak.models.sessions.infinispan.changes.sessions.PersisterLastSessionRefreshStore] (Timer-0) Updating 0 userSessions with lastSessionRefresh: 1750354529
keycloak-ciba  | 2025-06-19 17:36:29,761 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:36:29,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:36:29,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:36:34,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:36:34,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:36:34,761 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:36:34,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:36:34,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:36:39,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:36:39,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:36:39,761 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:36:39,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:36:39,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:36:44,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:36:44,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:36:44,760 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:36:44,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:36:44,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:36:49,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:36:49,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:36:49,761 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:36:49,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:36:49,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:36:54,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:36:54,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:36:54,760 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:36:54,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:36:54,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:36:59,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:36:59,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:36:59,761 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:36:59,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:36:59,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:37:04,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:37:04,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:37:04,760 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:37:04,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:37:04,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:37:09,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:37:09,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:37:09,761 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:37:09,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:37:09,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:37:14,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:37:14,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:37:14,760 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:37:14,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:37:14,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:37:19,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:37:19,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:37:19,761 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:37:19,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:37:19,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:37:24,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:37:24,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:37:24,761 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:37:24,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:37:24,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:37:29,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:37:29,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:37:29,760 DEBUG [org.keycloak.models.sessions.infinispan.changes.sessions.PersisterLastSessionRefreshStore] (Timer-0) Updating 0 userSessions with lastSessionRefresh: 1750354589
keycloak-ciba  | 2025-06-19 17:37:29,760 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:37:29,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:37:29,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:37:34,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:37:34,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:37:34,761 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:37:34,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:37:34,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:37:39,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:37:39,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:37:39,760 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:37:39,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:37:39,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:37:44,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:37:44,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:37:44,760 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:37:44,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:37:44,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:37:49,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:37:49,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:37:49,760 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:37:49,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:37:49,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:37:54,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:37:54,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:37:54,761 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:37:54,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:37:54,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:37:59,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:37:59,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:37:59,761 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:37:59,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
